all_credits_amount,real_estate_amount
118567.99953703703,0
124815.99992675781,42000
356261.55999917863,30000
1296694.9999535747,39000
195583.4997219648,15000
117033.99993250844,0
122122.99986225895,39000
127038.49954268293,0
190823.99982578398,30000
683463.4994661922,0
1071024.1993975902,15000
255662.49987927565,45000
316862.99926470587,33000
489138.99958041956,18000
330741.4998905908,0
287677.1499328258,21000
375095.9998760843,0
311220.9998963731,30000
140383.9999545041,0
264362.99982847343,27000
131812.74927360774,0
556690.9998430142,0
343008.4998432602,45000
210722.49997795577,33000
126540.49993578767,24000
647298.499787234,0
345321.4999287072,15000
546514.9989361702,15000
645164.9996625421,0
259212.99997584542,42000
198568.2495290424,18000
109496.39975186104,27000
191142.4996805112,21000
243443.49988649262,30000
153864.99991785325,48000
251879.99999917863,33000
154294.53996212597,36000
276347.62968717417,12000
297219.9995994659,0
173972.49989118607,0
158118.99999917863,24000
749693.9987603306,0
566289.999875104,0
584442.1995098039,39000
552099.0998833593,27000
331618.4997512438,0
241820.99975429976,0
361573.2098482549,42000
320949.49974916386,48000
291641.9995327103,36000
570913.2499991786,0
191038.19933920706,21000
121457.49999917863,48000
686630.6099991786,12000
138717.9998994975,15000
379380.94922279794,45000
331125.9997148289,0
216043.99947552447,0
796816.9997481109,30000
165170.99995684696,0
226535.97814814813,33000
141033.99994117647,21000
256106.9999466002,33000
151569.49951140065,30000
282469.69999917864,12000
743362.4496621621,27000
612337.4999414291,0
325345.4298446401,12000
170768.49973357015,0
285162.69989905786,24000
192315.49987463435,0
578443.5998734178,18000
292808.49973285844,33000
252040.49990387697,0
110794.94990515335,18000
415814.29987057805,24000
139073.37472850678,0
224087.24988299533,0
290253.7499221992,0
51407.249888971135,0
167570.49999917863,45000
596748.4998376623,0
414025.7997438087,48000
148059.64999917863,39000
331810.99989680084,45000
264951.4999224606,48000
618202.4974137931,30000
187495.99981527094,15000
278976.49991240876,39000
152515.49970238094,0
362890.89860465116,0
205796.7498861912,18000
520381.74965116277,12000
320707.39996397693,36000
390492.3598717949,45000
480034.77480327873,0
139375.99989847717,0
322410.5998753117,0
207124.7497688752,30000
165686.99970645792,27000
266226.07414040115,27000
103132.99989451477,21000
114654.99997629208,0
1055330.4998941051,30000
967419.1499075785,0
52271.31940711462,0
327303.49999917863,0
342965.34989637305,0
149528.4997053045,15000
646897.4987447698,48000
494353.99986437615,15000
291248.49999917863,0
438050.3894764398,0
272511.49972041004,0
1136748.4988888889,12000
151303.9998381877,48000
158673.2593478261,12000
132305.4999084249,24000
505521.9999202128,33000
453104.99980353634,39000
306061.3997747748,24000
117201.19977744807,18000
275066.88953125,48000
194955.99973568282,0
115955.99860465116,0
134850.9998463115,33000
459079.99999917863,27000
689954.5795896032,0
347075.99913793104,24000
699868.9998909488,30000
119537.99999917863,24000
459512.2497073171,0
578792.0998632634,21000
428307.19964243146,18000
536580.9999408517,0
430472.19974160206,24000
291275.49996506347,39000
514651.998943662,24000
128133.49999917863,0
196064.49982435597,39000
387057.49955022486,42000
509246.99991568294,0
442087.49982206407,48000
181737.99994059405,0
91412.99978417266,15000
165033.74986345015,12000
719400.4999544488,0
346267.49984051037,33000
596830.4998366903,24000
368058.4998671979,21000
513600.9999636187,0
253213.0994174757,45000
276873.99976152624,0
457866.99999917863,15000
68745.49986276304,15000
175529.99986654805,15000
136875.49977561706,0
454676.4247169812,39000
362727.99987184966,39000
539765.9997844828,0
634847.4697389033,0
163775.99994814175,30000
115006.99999917863,36000
185410.49999917863,15000
365093.49863636366,0
337140.2982352941,0
159831.99979108636,0
279181.9998266898,0
253502.4998013245,12000
856074.5992822967,0
261499.49976580797,0
175350.49980119284,36000
462456.9997526793,48000
127118.49982404691,0
294617.99978932587,0
151449.49989185293,18000
142663.49956331876,0
200338.24785714285,0
864132.7799991786,0
361154.09884169884,36000
128929.99991896273,0
151183.4997716895,0
240900.49995322732,21000
829722.1598001333,0
460952.999270073,0
285157.38985007495,0
261290.99955223882,0
510210.49987277354,39000
142028.99959459458,21000
322389.44978693186,24000
708710.9984293194,0
72534.49986232216,24000
311148.499566474,12000
382661.9995207668,0
226381.20980039917,33000
338306.99989847717,36000
100398.49929245283,12000
410164.9996153846,39000
452967.9992518703,39000
60452.99999917863,15000
242382.9997744361,15000
366430.4997887324,0
525856.9999205929,36000
97119.99991989319,45000
218178.999945721,0
423136.99963144964,12000
69550.99987975952,18000
285964.1599991786,24000
635897.4998984084,0
308583.1748757764,33000
267601.99973285844,48000
69350.59999917862,21000
74685.9996432818,48000
238554.49977843426,0
134431.49999917863,36000
142831.4999361702,0
146269.03980106098,0
207124.7497688752,18000
291519.99999917863,30000
118615.99910714285,21000
45361.49934924078,33000
617824.3797368421,24000
109414.99999917863,48000
201155.99893238433,12000
129078.49997932033,21000
168731.19993052338,42000
273843.199702381,21000
125848.74959072306,30000
218906.99985707478,27000
440469.49969104014,27000
553885.8199353447,15000
383205.9999674338,33000
282429.99782608694,45000
506605.99991887505,42000
265328.299512987,0
293420.5999991786,21000
238261.39934497818,0
131107.95993531693,42000
150082.49993128722,0
159864.99988990827,39000
454433.29982993205,24000
325853.63933333335,21000
105652.29999917863,15000
423731.23982537835,27000
178050.4997485331,15000
374515.74966216215,0
270435.09992254066,30000
241934.4998943662,48000
325748.499974017,0
380949.99999917863,30000
363600.89981740713,0
105804.4996855346,45000
183228.2249991786,0
291734.9998763396,0
92969.19987001733,0
436553.4997044335,18000
261778.02490412275,0
629228.249887514,42000
337545.2996791444,0
109485.49997463431,0
229979.09966814157,21000
129849.49993818256,24000
155658.99991503824,39000
331510.499921363,36000
420718.49988474837,30000
299883.99999917863,0
394516.4998236332,30000
186407.49988759836,39000
198325.99999917863,30000
294781.9995827538,27000
376712.49986213236,48000
135140.99987898345,0
308978.99962358846,18000
279298.1243548387,0
260827.99951845908,0
530337.4988142293,42000
449400.39928571426,0
373296.99963190185,48000
218284.4996,42000
361131.9993492408,21000
122462.59999917864,0
352106.42487442447,0
332923.999909146,0
460866.4996231156,0
488452.4974358974,15000
216425.99983480177,12000
489111.9967391304,0
149841.99991142604,0
303890.49823529413,42000
636341.4998447205,42000
85423.49577464789,0
98807.99989830509,0
319060.2775409836,0
25130.599999178627,21000
243227.49968287526,48000
742493.0999991786,45000
43527.99993378945,42000
213545.99984686065,0
83075.99999917863,12000
255661.7498392283,15000
600705.6248466257,15000
200683.99985067197,33000
473415.4999087314,45000
252673.4998655914,0
177408.99981527094,0
518984.3299021527,36000
196831.3740825688,18000
425596.9994059406,0
462739.49970384996,21000
740960.4996981891,0
936723.9994464945,0
325749.498125,0
603449.279877551,0
794266.5227777776,0
548880.9993362832,12000
179492.63990683228,36000
330188.9994871795,0
122466.9997706422,27000
188634.99989455185,33000
253589.4996062992,0
173209.89989451476,0
279201.49939759035,30000
53575.479920233985,0
238432.49984670413,0
266938.9988549618,18000
1411708.4598948106,39000
538405.4998905509,21000
247469.91947089948,0
725174.6377777777,0
462152.4987804878,21000
310792.8996005326,30000
256558.4984042553,33000
585238.9996328029,36000
247258.99985301323,0
64009.49987452949,36000
402085.3996389891,39000
271741.024816738,30000
255824.49973661106,48000
144187.04957020056,0
242204.4990881459,45000
371960.49958158995,0
221751.49976303318,36000
419831.9497926745,30000
418039.8996742671,42000
366517.9999276411,0
176854.239930971,0
587705.4997972973,21000
386079.49983136595,0
477739.17972041003,45000
140829.99996585088,30000
292078.99808917195,42000
778488.4999991786,42000
582614.4999376817,24000
407829.99974160205,12000
210655.999944629,0
263664.99999917863,15000
702720.4998688238,0
294489.49983713357,0
67808.49956647398,21000
318488.4991869919,33000
84202.29999917862,48000
690962.2247949418,36000
294167.43990911846,27000
410164.9996153846,0
585097.699888724,45000
255303.99984954865,48000
141623.9982035928,24000
670725.2998428497,21000
361958.55965753424,27000
409986.999801061,21000
459476.499889258,42000
163721.89985652798,0
199185.01875,33000
545323.0594604316,0
632634.6996036988,0
240299.99929411765,0
639898.1976190476,0
437253.4996617813,0
326281.63940711465,21000
298998.489952,42000
631029.7486175115,39000
93073.49990665837,27000
515259.9995934959,24000
158019.7499394551,0
349805.99964370544,33000
363225.99996161717,27000
477796.8998915793,0
295762.3999295278,48000
82648.99990920097,0
90740.69992021278,33000
87906.87481143935,45000
343688.4986046512,0
276929.79973890336,0
302299.8198582231,36000
263996.49999917863,33000
299096.77991636464,0
256648.9999204244,24000
345514.4999431495,39000
335061.299955973,0
193394.74915730336,0
266857.99981435644,0
582778.9997635934,0
130960.8499334959,24000
698864.9999549482,0
220098.99982708934,42000
200817.49970238094,12000
269984.0799142612,0
314991.4983783784,18000
402022.89984243695,0
445261.0998860615,12000
396627.09939393937,42000
827657.9987341772,48000
645448.499932675,0
637293.1994059406,24000
100095.99943181819,0
294197.4998187311,0
407563.4998351648,36000
315260.499790795,0
79939.09981214778,36000
49310.19991243432,24000
246288.99999917863,12000
75745.49977426637,0
231033.49983012458,0
442651.998943662,0
202906.19977544912,48000
472304.74980506825,33000
318417.4999310662,42000
280274.6599527633,0
407269.49932885903,0
509821.99989488436,42000
617855.4996296297,0
332507.99948542024,12000
429606.49973521626,45000
62588.999904428165,24000
473576.3999630314,0
373968.9997211896,24000
254878.49926108375,42000
338229.2994392523,45000
306153.9993181818,27000
361134.49999917863,39000
859399.9994604316,15000
420733.1099991786,30000
240013.49990275525,15000
253253.99993125573,33000
301214.0499991786,24000
470323.79853658535,0
393648.24992258067,42000
501644.4996031746,0
145324.99999917863,24000
609748.5995024876,0
512784.9249991787,27000
360964.5498862775,33000
463229.49975980783,15000
618911.4998952148,33000
282685.999942868,27000
156210.30983296214,0
242132.49958333332,18000
525642.9998988537,0
1177063.4995447649,48000
651551.2498518518,0
346875.49964994163,39000
515739.9995468278,30000
584211.2495918367,39000
267157.999797023,42000
408633.49997268256,0
407446.49961587705,33000
531547.4997368421,27000
380967.49995383195,33000
319609.99982758623,48000
452764.4988679245,39000
494506.499796334,21000
276570.2599991786,0
175473.4999765515,48000
327604.4999435772,27000
363672.99985895626,45000
252120.99989006962,30000
438443.99976905313,39000
140511.9999195926,36000
108426.99930555555,15000
545517.4981132075,30000
316862.99926470587,12000
399332.999869961,21000
644366.4999322799,33000
200759.49980719795,24000
294220.9998094028,30000
255516.49979522184,0
857790.8798963373,15000
436782.49992612656,18000
384210.4999,0
375125.9990291262,0
290287.99971181556,30000
114035.49990393851,21000
618271.8998486378,15000
80890.49959072306,0
348927.99997899897,39000
140218.44999917864,42000
611722.4996491228,24000
123332.49987536353,39000
177696.94979797982,0
512325.9995695839,24000
418488.8597683398,0
419203.249899632,24000
165030.24968652037,45000
355856.99993936945,33000
219982.99971509972,30000
151429.49943074005,21000
193402.49966216215,30000
132765.999925131,45000
99024.99968520462,15000
91596.0997224792,0
345935.49989506823,12000
311121.4995468278,42000
259297.34978632478,45000
338327.79969512194,45000
443685.49947552447,39000
96995.49967141292,30000
254406.4998043053,27000
281352.99984235415,48000
1030397.9996305419,18000
150652.98928571428,0
620546.9996424315,45000
173392.99994096812,24000
57715.499945681695,27000
112469.49971671388,0
187167.99963280294,0
559369.4993273542,0
585509.4996296297,0
90204.49996060407,39000
141923.64981343283,39000
382361.9999661476,39000
497336.9999133949,24000
133901.59994465965,12000
141806.9983695652,0
366393.9999496729,39000
124471.49992693619,30000
363435.9986486487,0
193695.77471590912,39000
724694.4196621621,30000
405692.999973007,12000
517393.4997304582,21000
492827.24990250246,30000
156643.99825581396,33000
151948.499704142,48000
50375.81994602375,21000
587878.8997148289,39000
101407.9985645933,33000
383783.9993852459,0
292043.9988549618,33000
291823.99982718896,30000
262729.99978902953,0
278024.99957325746,39000
79077.24989619377,24000
495836.39861751156,27000
281542.4999100989,21000
120394.99994881419,36000
486978.4999676759,21000
128170.99992746615,18000
583529.4394318181,42000
166623.29993426817,42000
347327.4998750521,27000
689116.8188593156,0
279715.9995468278,12000
141137.99992546585,0
117107.1974137931,0
113548.99969758064,27000
179595.99961685823,36000
130899.49986219568,0
294304.0492555831,36000
265978.99964705884,30000
136919.299958489,0
384242.7798813761,0
668704.9998688238,39000
584668.9998221695,24000
146020.49994901428,48000
287810.99992094864,18000
318134.99975864845,0
714263.9995792427,33000
444466.0999729388,0
607055.4999224807,0
70630.99999917863,21000
556230.4996341463,0
205657.49999917863,36000
448252.24999917863,0
144011.49972850678,36000
213455.49957142858,42000
393561.99990390777,30000
200654.99994136044,39000
721448.9999579479,0
253707.49941291584,0
307850.1998785917,39000
169952.32931972787,12000
285802.4996359223,33000
369986.4999547716,0
776200.4998688238,39000
669462.9998387097,48000
146032.7498422713,27000
330725.99977272726,0
394807.99974070874,0
551381.4999334811,33000
444317.9997237569,48000
590145.6997070312,33000
212952.4972972973,39000
258888.74966178127,0
326269.99999917863,42000
144653.6246822034,0
127915.84999917864,0
173582.89993714646,48000
503163.52491326974,0
755730.5999090357,0
452372.39984168863,27000
466654.27986522915,0
282025.99986847874,15000
962200.9998496994,0
275539.33995120367,48000
129248.49957507082,27000
297074.89992211835,30000
161556.95999917862,0
277024.49999917863,0
204028.4998479473,45000
205996.49959072305,30000
315466.99932885903,42000
214258.3598668442,0
508984.4999721887,0
217102.24968520462,45000
293168.749955516,0
149216.49990542245,24000
124514.99908536585,0
530331.9999373695,0
554317.9999248497,0
431722.1999177632,0
314797.99951768486,39000
295744.4979020979,0
500071.2796103896,0
420411.4998666667,0
644244.499875104,12000
275882.9999594704,30000
368468.4996415771,0
106289.99988142292,30000
160862.4992063492,24000
170189.1999162713,39000
714739.9998074454,33000
552269.4996031746,15000
257800.7498901099,48000
346997.9998430141,45000
427990.39988385595,15000
46571.74999917863,0
307684.999757085,0
249380.1999354283,15000
410213.7999991786,42000
79723.99980769231,45000
82453.09996072785,15000
299635.34990974725,0
515737.99933774833,18000
406880.4999490056,36000
462892.9997368421,0
290902.49988425925,0
179963.4999030068,0
69063.49991496599,15000
365167.49896193773,33000
105473.99946714033,18000
189538.4499087869,0
239818.99945848374,36000
329466.4999631132,0
289814.4991712707,21000
134985.999877601,30000
777302.9998864497,42000
438323.4995098039,27000
249638.49957081545,0
770587.6499286054,0
264219.99984439835,24000
486020.49999917863,0
264362.99982847343,15000
131608.4996432818,48000
423673.4998939929,15000
611663.9999361838,12000
290384.9989051095,36000
422505.3995626822,48000
84664.99963325183,0
447832.5996598639,0
450555.49995937163,21000
348240.7498001332,24000
368836.4996875,18000
268296.9984848485,0
701571.7995750707,36000
234612.85859154927,0
508919.49981774,33000
772342.9999991786,15000
