name,address,hours,lat,lng,rating,district
СМ-1,"Москва, Колодезный переулок, 3",пн-сб 09:00–20:00; вс 09:00–19:00,55.798068,37.697253,4.2,Восточный административный округ
Март,"Москва, Большая Семёновская улица, 17А","ежедневно, 08:00–22:00",55.782821,37.705813,4.2,Восточный административный округ
Gardenmir,"Москва, проспект Мира, 40","ежедневно, 09:00–22:00",55.780137,37.633644,4.2,Центральный административный округ
Серебряный дом,"Москва, Большая Семёновская улица, 16","ежедневно, 10:00–22:00",55.782052,37.704022,4.2,Восточный административный округ
Заря,"Москва, Большая Семёновская улица, 20","ежедневно, 09:00–22:00",55.781743,37.705139,3.9,Восточный административный округ
ТЦ Казанский,"Москва, Комсомольская площадь, 2","ежедневно, 06:00–23:00",55.773967,37.657646,4.1,Центральный административный округ
FoodPark,"Москва, улица Стромынка, 25с1","ежедневно, 09:00–23:00",55.795795,37.700575,4.1,Восточный административный округ
Алексеевский,"Москва, проспект Мира, 114Б, стр. 2","ежедневно, 10:00–22:00",55.808083,37.637772,3.8,Северо-Восточный административный округ
Славич,"Москва, бульвар Маршала Рокоссовского, 31","ежедневно, 09:00–21:00",55.815678,37.715692,4.2,Восточный административный округ
Русское раздолье,"Москва, Сокольническая площадь, 4А","ежедневно, 10:00–20:00",55.790172,37.678273,3.9,Восточный административный округ
Елоховский Пассаж,"Москва, Бауманская улица, 32, стр. 2","ежедневно, 10:00–22:00",55.772261,37.6782,4.1,Центральный административный округ
FoodPark,"Москва, улица Стромынка, 25, стр. 1","ежедневно, 09:00–22:00",55.795573,37.700824,4.1,Восточный административный округ
Торговый центр,"Москва, 3-я Гражданская улица, 17","ежедневно, 08:00–23:00",55.81284,37.706392,4.0,Восточный административный округ
Колорит,"Москва, Новоалексеевская улица, 12","ежедневно, 08:00–23:00",55.808327,37.644413,3.8,Северо-Восточный административный округ
Галла,"Москва, Маленковская улица, 30","пн-пт 09:00–21:00; сб,вс 09:00–20:00",55.787088,37.674859,3.9,Восточный административный округ
Садовая галерея,"Москва, Малая Сухаревская площадь, 12",пн-сб 10:00–21:00; вс 11:00–20:00,55.772539,37.63172,4.0,Центральный административный округ
АссортиДа,"Москва, Русаковская улица, 25, стр. 1","ежедневно, 09:00–21:00",55.78651,37.676502,3.6,Восточный административный округ
Престиж-М,"Москва, Сокольническая площадь, 9А","ежедневно, 10:00–21:00",55.790304,37.679812,3.7,Восточный административный округ
Николаевский,"Москва, Комсомольская площадь, 5, стр. 2","ежедневно, круглосуточно",55.777927,37.654867,4.9,Центральный административный округ
Торговый дом Адонит,"Москва, Бакунинская улица, 69, стр. 1",nan,55.778746,37.690454,3.9,Центральный административный округ
Кузница Безделья,"Москва, проспект Мира, 73","ежедневно, круглосуточно",55.789267,37.634268,3.0,Центральный административный округ
Торговый центр Богородское,"Москва, Краснобогатырская улица, 79, стр. 3А",nan,55.80522,37.708928,2.5,Восточный административный округ
Универсам,"Москва, Большая Черкизовская улица, 3, корп. 1","ежедневно, 07:00–00:00",55.797072,37.716923,3.3,Восточный административный округ
Покров Мост,"Москва, Большая Семёновская улица, 28","ежедневно, 09:00–21:00",55.781978,37.707178,3.7,Восточный административный округ
Семеновский пассаж,"Москва, Большая Семёновская улица, 49А","ежедневно, 10:00–21:00",55.782072,37.716286,3.8,Восточный административный округ
Мебель,"Москва, Большая Семёновская улица, 10, стр. 12","ежедневно, 10:00–20:00",55.782444,37.702588,2.3,Восточный административный округ
Торговый центр на Заре,"Москва, Малая Семёновская улица, 30",пн-сб 10:00–20:00; вс 10:00–19:00,55.784015,37.717901,3.4,Восточный административный округ
Промкомплектснаб,"Москва, улица Шумкина, 20, стр. 1",пн-пт 09:00–18:00,55.787237,37.670847,3.1,Восточный административный округ
Торговый Дом Оптмаркетсервис,"Москва, Малая Черкизовская улица, 14","пн-пт 09:00–17:30, перерыв 12:00–12:30",55.799098,37.71814,3.3,Восточный административный округ
Торговые ряды,"Москва, Малая Семёновская улица, 30, стр. 8",nan,55.784657,37.717636,2.7,Восточный административный округ
Щёлковский,"Москва, Щёлковское шоссе, вл75","пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",55.81097,37.799968,4.3,Восточный административный округ
Место встречи София,"Москва, Сиреневый бульвар, 31","ежедневно, 10:00–22:00",55.803762,37.800545,4.7,Восточный административный округ
Измайловский,"Москва, Первомайская улица, 42","ежедневно, 10:00–22:00",55.79275,37.787104,3.9,Восточный административный округ
Первомайский,"Москва, 9-я Парковая улица, 62","ежедневно, 10:00–21:00",55.805354,37.800701,3.9,Восточный административный округ
Парагон,"Москва, 3-я Парковая улица, 24","ежедневно, 08:00–23:00",55.794935,37.783045,4.2,Восточный административный округ
Город Хобби,"Москва, Щёлковское шоссе, 3с1","ежедневно, 10:00–21:00",55.80377,37.752947,4.4,Восточный административный округ
ТК Измайлово,"Москва, Измайловский проспект, вл54","ежедневно, 08:00–21:00",55.788194,37.785909,4.3,Восточный административный округ
ТЦ Щёлково,"Москва, Щёлковское шоссе, 100к100","ежедневно, 10:00–21:00",55.811072,37.830744,4.3,Восточный административный округ
Семёновский,"Москва, Семёновская площадь, 1","ежедневно, 10:00–22:00",55.782946,37.721264,3.9,Восточный административный округ
Мандарин,"Москва, Монтажная улица, 9, стр. 1","ежедневно, 08:00–20:00",55.814309,37.772532,4.3,Восточный административный округ
Измайловский Пассаж,"Москва, Измайловское шоссе, 71","ежедневно, 10:00–22:00",55.789609,37.752205,4.3,Восточный административный округ
Парковый,"Москва, 3-я Парковая улица, 57","ежедневно, 10:00–22:00",55.805387,37.78091,4.0,Восточный административный округ
Лес,"Москва, Хабаровская улица, 15","ежедневно, 08:00–23:00",55.822554,37.82336,4.3,Восточный административный округ
Место встречи Янтарь,"Москва, Открытое шоссе, 4, стр. 1","ежедневно, 10:00–22:00",55.809034,37.73005,4.4,Восточный административный округ
Лайм,"Москва, Щёлковское шоссе, 27А","ежедневно, 08:00–00:00",55.810144,37.779091,4.4,Восточный административный округ
Фабрика,"Москва, Ивантеевская улица, 25А","ежедневно, 08:00–22:00",55.816736,37.735183,4.2,Восточный административный округ
Вектор,"Москва, 9-я Парковая улица, 61Ас1","ежедневно, 10:00–21:00",55.809278,37.79836,3.6,Восточный административный округ
Торговый центр,"Москва, Щёлковское шоссе, 45А","ежедневно, круглосуточно",55.810249,37.787763,3.6,Восточный административный округ
Торговый центр,"Москва, Челябинская улица, 15","ежедневно, 10:00–20:00",55.778868,37.828173,4.1,Восточный административный округ
Маркетград,"Москва, Щёлковское шоссе, 100, корп. 100","ежедневно, 10:00–22:00",55.810627,37.830743,4.1,Восточный административный округ
Щелчок,"Москва, Уральская улица, 1А","ежедневно, 09:00–22:00",55.810592,37.797752,3.7,Восточный административный округ
Торговый центр,"Москва, Щёлковское шоссе, 26Б",nan,55.809317,37.781179,3.8,Восточный административный округ
Торговый центр,"Москва, Ткацкая улица, 5, стр. 4","ежедневно, 09:00–22:00",55.786151,37.722847,4.2,Восточный административный округ
Преображенский,"Москва, Открытое шоссе, 13, стр. 1",пн-чт 08:00–17:00; пт 08:00–15:45,55.817122,37.739339,4.2,Восточный административный округ
Черкизовский пассаж,"Москва, Окружной проезд, вл2Ас1","ежедневно, 09:00–22:00",55.803968,37.744664,4.0,Восточный административный округ
Торговый центр,"Москва, 15-я Парковая улица, 44А",пн-сб 08:00–22:00; вс 08:00–21:00,55.80729,37.818481,3.7,Восточный административный округ
МиМиМи,"Москва, Щёлковское шоссе, 26Б",nan,55.809227,37.781025,3.7,Восточный административный округ
Новочеркизовский,"Москва, Вернисажная улица, 13","ежедневно, 07:00–21:00",55.800791,37.747823,3.7,Восточный административный округ
Ивановский,"Москва, Саянская улица, 9Б",пн-сб 08:00–20:00; вс 08:00–18:00,55.769776,37.832622,4.7,Восточный административный округ
Волна,"Москва, Хабаровская улица, 12/23",пн-сб 09:00–21:00; вс 09:00–19:00,55.821522,37.826535,3.0,Восточный административный округ
Альбатрос,"Москва, Измайловское шоссе, 69Д",пн-сб 10:00–21:00; вс 10:00–19:00,55.788451,37.747974,3.8,Восточный административный округ
Московские товары,"Москва, улица Измайловский Вал, 20, стр. 1",пн-сб 10:00–20:00; вс 10:00–18:00,55.784984,37.718866,4.0,Восточный административный округ
ТЦ Измайлово,"Москва, Окружной проезд, 9, стр. 2",nan,55.78831,37.743912,3.8,Восточный административный округ
Альбатрос,"Москва, Измайловское шоссе, 69Г","ежедневно, 10:00–21:00",55.788492,37.750325,3.6,Восточный административный округ
Торговый центр Саянский,"Москва, Саянская улица, 9А",nan,55.769197,37.832688,3.9,Восточный административный округ
Хард-Вуд 99,"Москва, бульвар Маршала Рокоссовского, 6","пн-пт 10:00–20:00; сб,вс 10:00–19:00",55.811903,37.729179,3.1,Восточный административный округ
На Ивантеевской,"Москва, Открытое шоссе, 5А",nan,55.814271,37.733334,2.5,Восточный административный округ
Аркада,"Москва, Семёновская площадь, 7, корп. 17А","ежедневно, 09:00–21:00",55.784038,37.721927,3.8,Восточный административный округ
Кунцево Плаза,"Москва, Ярцевская улица, 19","ежедневно, 10:00–22:00",55.738656,37.410659,4.9,Западный административный округ
Западный,"Москва, Рублёвское шоссе, 52А","ежедневно, 10:00–22:00",55.755482,37.402729,4.9,Западный административный округ
ЕвроПарк,"Москва, Рублёвское шоссе, 62","ежедневно, 10:00–22:00",55.766415,37.381219,4.8,Западный административный округ
Рублевский,"Москва, Рублёвское шоссе, 48/1","ежедневно, 11:00–22:00",55.754173,37.406816,4.9,Западный административный округ
Крылатский,"Москва, Осенний бульвар, 12","ежедневно, 10:00–22:00",55.759196,37.409438,4.3,Западный административный округ
Матрица,"Москва, Осенний бульвар, 7, корп. 1","ежедневно, 10:00–22:00",55.757831,37.406838,4.2,Западный административный округ
Галерея Зар,"Москва, Рублёвское шоссе, 42, корп. 1","ежедневно, круглосуточно",55.750884,37.412273,4.1,Западный административный округ
Торговый центр Крылатское,"Москва, Осенний бульвар, 18, корп. 1","ежедневно, 10:00–21:00",55.761933,37.408244,4.2,Западный административный округ
Бульвар,"Москва, Осенний бульвар, 10","ежедневно, 09:00–21:00",55.757765,37.408772,4.9,Западный административный округ
Трамплин,"Москва, Ярцевская улица, 25А","ежедневно, 09:00–22:00",55.740961,37.415513,4.1,Западный административный округ
ТЦ Кунцево,"Москва, Ельнинская улица, 23","ежедневно, 09:00–21:00",55.740443,37.417676,4.0,Западный административный округ
Торговый дом Сетунь,"Москва, улица Горбунова, 7, корп. 2",nan,55.722235,37.388724,4.1,Западный административный округ
Автомолл,"Москва, МКАД, 55-й километр, с26",nan,55.72203,37.37753,4.1,
Русские ярмарки,"Москва, Рублёвское шоссе, 42, корп. 1",nan,55.750807,37.412308,3.8,Западный административный округ
Мирус авто,"Москва, улица Горбунова, 12, корп. 2, стр. 8",nan,55.726483,37.380836,4.4,Западный административный округ
Вега-Кас,"Москва, Рублёвское шоссе, 40, корп. 4","ежедневно, 08:00–23:00",55.751285,37.415555,3.5,Западный административный округ
Бункер,"Москва, улица Крылатские Холмы, 36, корп. 3","ежедневно, 10:00–23:00",55.765778,37.409758,3.1,Западный административный округ
Квадро,"Москва, Кутузовский проспект, 88","ежедневно, 10:00–22:00",55.725538,37.449732,3.9,Западный административный округ
Евразия,"Москва, Кутузовский проспект, 88","ежедневно, 10:00–22:00",55.725908,37.449586,4.7,Западный административный округ
Типография Пэм,"Москва, Можайское шоссе, 25","ежедневно, 10:00–20:00",55.719756,37.425078,3.4,Западный административный округ
Океания,"Москва, Кутузовский проспект, 57","пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",55.727877,37.475662,4.9,Западный административный округ
Афимолл Сити,"Москва, Пресненская набережная, 2","пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",55.748963,37.539035,4.9,Центральный административный округ
Филион,"Москва, Багратионовский проезд, 5","ежедневно, 10:00–22:00",55.744056,37.508274,4.5,Западный административный округ
Времена Года,"Москва, Кутузовский проспект, 48","ежедневно, 11:00–22:00",55.731743,37.487628,4.7,Западный административный округ
Горбушкин Двор,"Москва, Багратионовский проезд, 7, корп. 3","ежедневно, 10:00–21:00",55.742163,37.504114,4.4,Западный административный округ
Багратионовский,"Москва, улица Барклая, 10","ежедневно, 09:00–21:00",55.743401,37.499282,4.6,Западный административный округ
Фили Град,"Москва, Береговой проезд, 5А, корп. 1","ежедневно, 10:00–22:00",55.75532,37.51005,4.3,Западный административный округ
Горбушка,"Москва, улица Барклая, 8","ежедневно, 10:00–21:00",55.741218,37.502743,4.3,Западный административный округ
Мини Молл,"Москва, Минская улица, 14А","ежедневно, 10:00–22:00",55.739347,37.484282,4.2,Западный административный округ
Горбушкин двор,"Москва, Багратионовский проезд, 7, корп. 3","ежедневно, 10:00–21:00",55.74149,37.504052,4.4,Западный административный округ
Фили,"Москва, улица Барклая, 10А","ежедневно, круглосуточно",55.7427,37.499674,4.6,Западный административный округ
Филёвский,"Москва, Большая Филёвская улица, 3",nan,55.751794,37.514051,4.6,Западный административный округ
Торговый дом Москва,"Москва, Кутузовский проспект, 31","ежедневно, 11:00–22:00",55.74267,37.543063,4.3,Западный административный округ
Ковчег,"Москва, Малая Филёвская улица, 13","ежедневно, 10:00–22:00",55.736398,37.467334,4.0,Западный административный округ
Давыдково,"Москва, Кастанаевская улица, 54к3","ежедневно, 10:00–22:00",55.735574,37.467532,4.1,Западный административный округ
ТЦ Славянский,"Москва, Славянский бульвар, 5, корп. 1, стр. 3","ежедневно, 09:00–21:00",55.727323,37.472676,4.1,Западный административный округ
Торговый центр,"Москва, Кастанаевская улица, 38","ежедневно, 09:00–21:00",55.73587,37.479944,3.5,Западный административный округ
Утёсов,"Москва, Карамышевская набережная, вл1к1","ежедневно, 10:00–20:00",55.768653,37.494157,2.7,Северо-Западный административный округ
Мультисервис,"Москва, площадь Победы, 1, корп. Е",nan,55.735676,37.521589,3.0,Западный административный округ
АссортиДа,"Москва, Тестовская улица, 1","ежедневно, 07:00–23:00",55.747656,37.53269,3.6,Центральный административный округ
Мать Мария,"Москва, улица Пивченкова, 3к3","ежедневно, 09:00–22:00",55.733909,37.475656,3.5,Западный административный округ
Центральный детский магазин,"Москва, Центральный административный округ, Тверской район, Театральный проезд, 5, стр. 1","ежедневно, 10:00–22:00",55.760246,37.625272,5.0,Центральный административный округ
ВЭБ.РФ,"Москва, Новинский бульвар, 31","ежедневно, 10:00–22:00",55.757783,37.582441,4.4,Центральный административный округ
ГУМ,"Москва, Красная площадь, 3","ежедневно, 10:00–22:00",55.754572,37.621182,5.0,Центральный административный округ
Охотный ряд,"Москва, Манежная площадь, 1, стр. 2","ежедневно, 10:00–22:00",55.755854,37.614818,4.0,Центральный административный округ
Европейский,"Москва, площадь Киевского Вокзала, 2","пн-чт 10:00–22:00; пт,сб 10:00–23:00; вс 10:00–22:00",55.744263,37.565527,4.8,Западный административный округ
ЦУМ,"Москва, улица Петровка, 2","пн-чт 09:00–22:00; пт,сб 09:00–23:00; вс 09:00–22:00",55.760625,37.619834,4.8,Центральный административный округ
Смоленский пассаж,"Москва, Смоленская площадь, 3","ежедневно, 10:00–22:00",55.747554,37.581293,4.4,Центральный административный округ
BoscoVesna,"Москва, улица Новый Арбат, 19","ежедневно, 10:00–22:00",55.752139,37.588233,4.3,Центральный административный округ
Электроника на Пресне,"Москва, Звенигородское шоссе, 4","ежедневно, 10:00–21:00",55.764109,37.557722,4.1,Центральный административный округ
Смоленский Пассаж 2,"Москва, Смоленская площадь, 5",nan,55.748285,37.581415,4.6,Центральный административный округ
Никольская Плаза,"Москва, Никольская улица, 10","ежедневно, 10:00–22:00",55.757995,37.624389,4.7,Центральный административный округ
Сфера,"Москва, улица Новый Арбат, 36, стр. 3","ежедневно, 08:00–23:00",55.752956,37.575427,4.1,Центральный административный округ
Vesna,"Москва, улица Новый Арбат, 19, стр. 1","ежедневно, 10:00–22:00",55.752169,37.588238,4.3,Центральный административный округ
Старая улица,"Москва, улица Арбат, 10","ежедневно, 10:00–19:00",55.751501,37.596821,3.7,Центральный административный округ
Seasons,"Москва, улица Охотный Ряд, 1, корп. 2, стр. 2","ежедневно, 10:00–22:00",55.75709,37.617307,4.3,Центральный административный округ
Петровский пассаж,"Москва, улица Петровка, 10",пн-сб 10:00–22:00; вс 10:00–20:00,55.762329,37.618193,4.4,Центральный административный округ
Неглинная Галерея,"Москва, Трубная площадь, 2","ежедневно, 10:00–22:00",55.76637,37.621543,4.3,Центральный административный округ
Электроника на Пресне,"Москва, Большая Декабрьская улица, 3, стр. 1","ежедневно, 10:00–21:00",55.764414,37.557892,4.0,Центральный административный округ
Новоарбатский,"Москва, улица Новый Арбат, 11, стр. 1","ежедневно, круглосуточно",55.752163,37.595578,4.3,Центральный административный округ
Торгово-пешеходный мост Багратион,"Москва, Краснопресненская набережная, 16, стр. 1","ежедневно, 05:30–02:00",55.748315,37.54393,4.3,Центральный административный округ
Галерея Эволюция,"Москва, Пресненская набережная, 4с1","ежедневно, 08:00–23:00",55.748749,37.543371,4.3,Центральный административный округ
Passage,"Москва, Неглинная улица, 13","ежедневно, 10:00–22:00",55.762472,37.619823,4.4,Центральный административный округ
Никольский пассаж,"Москва, Ветошный переулок, 9","ежедневно, 10:00–22:00",55.755406,37.621617,4.3,Центральный административный округ
Аркадия,"Москва, Большой Овчинниковский переулок, 16","ежедневно, 10:00–22:00",55.744515,37.630105,4.3,Центральный административный округ
Москвичка,"Москва, улица Новый Арбат, 15, стр. 1",пн-сб 10:00–21:00; вс 11:00–20:00,55.75189,37.592824,4.0,Центральный административный округ
Наутилус,"Москва, Никольская улица, 25","ежедневно, 10:00–23:00",55.759252,37.625064,4.2,Центральный административный округ
Валдай,"Москва, улица Новый Арбат, 11, стр. 1","ежедневно, 10:00–21:00",55.752339,37.59619,4.3,Центральный административный округ
Шереметьевский,"Москва, Никольская улица, 10","ежедневно, 10:00–22:00",55.758215,37.624127,4.2,Центральный административный округ
Пассаж Кузнецкий Мост,"Москва, улица Кузнецкий Мост, 19, стр. 1","ежедневно, 12:00–21:00",55.762159,37.625778,4.1,Центральный административный округ
Первый,"Москва, Неглинная улица, 21","ежедневно, 09:00–22:00",55.764213,37.619247,4.0,Центральный административный округ
Торговый центр,"Москва, Никольская улица, 25",nan,55.75899,37.624794,4.2,Центральный административный округ
Камея Джет Инвест,"Москва, Большая Дорогомиловская улица, 12А","ежедневно, 10:00–23:00",55.746455,37.561056,3.7,Западный административный округ
Подземная галерея,"Москва, улица Рождественка, 5/7с1","ежедневно, 10:00–20:00",55.761803,37.623386,3.8,Центральный административный округ
Омега,"Москва, Большой Черкасский переулок, 6/7с1",пн-сб 10:00–19:30; вс 10:00–18:30,55.756439,37.626427,4.0,Центральный административный округ
Арка,"Москва, Пятницкая улица, 5","ежедневно, 10:00–20:00",55.745394,37.62752,3.6,Центральный административный округ
Киевский,"Москва, Киевская улица, 2с5","ежедневно, 10:00–22:00",55.743312,37.563345,4.7,Западный административный округ
K24,"Москва, Комсомольский проспект, 24с1","ежедневно, 10:00–22:00",55.728709,37.579801,4.8,Центральный административный округ
Гименей,"Москва, улица Большая Якиманка, 22","ежедневно, 10:00–22:00",55.738346,37.614591,4.1,Центральный административный округ
Акрополь,"Москва, Комсомольский проспект, 4","ежедневно, 10:00–22:00",55.733154,37.592394,3.9,Центральный административный округ
Европа,"Москва, Калужская площадь, 1, корп. 2","ежедневно, 08:00–23:00",55.727805,37.614135,4.0,Центральный административный округ
Конкорд Маркет,"Москва, улица Шаболовка, 10",nan,55.72356,37.610593,4.1,Центральный административный округ
Пассаж на Пятницкой,"Москва, Садовнический проезд, 6","пн-пт 09:00–21:00; сб,вс 10:00–19:00",55.741574,37.629135,4.0,Центральный административный округ
Пятницкий,"Москва, Пятницкий переулок, 2","пн-пт 09:00–20:00; сб,вс 09:00–19:00",55.743356,37.629774,4.0,Центральный административный округ
Blue Pearl,"Москва, улица Малая Якиманка, 10","ежедневно, 08:00–22:00",55.740063,37.61534,3.9,Центральный административный округ
Добрынинский,"Москва, улица Коровий Вал, 1А, стр. 1","ежедневно, 10:00–22:00",55.729245,37.621776,4.0,Центральный административный округ
Антарис,"Москва, Большая Серпуховская улица, 15с3","ежедневно, 10:00–20:00",55.726921,37.626373,2.8,Центральный административный округ
Ангар,"Москва, Павловская улица, вл7","ежедневно, 09:00–21:00",55.719589,37.627782,3.6,Южный административный округ
Атриум,"Москва, улица Земляной Вал, 33","ежедневно, 10:00–23:00",55.757141,37.658416,4.8,Центральный административный округ
На Старой Басманной,"Москва, Старая Басманная улица, 7, стр. 1",пн-пт 10:00–18:00,55.764682,37.657484,4.0,Центральный административный округ
РТС,"Москва, Волочаевская улица, 12А, стр. 1А","ежедневно, 09:00–22:00",55.755669,37.681579,3.6,Юго-Восточный административный округ
АссортиДа,"Москва, Рабочая улица, 13","ежедневно, 09:00–21:00",55.744546,37.683024,4.3,Центральный административный округ
Лефортовский стройцентр,"Москва, 2-й Кабельный проезд, 1","пн-пт 09:00–20:00; сб,вс 09:00–18:00",55.747994,37.715438,4.0,Юго-Восточный административный округ
Лефортовские торговые ряды,"Москва, Энергетическая улица, 18",nan,55.757437,37.71296,3.7,Юго-Восточный административный округ
Малая Родина,"Москва, Нижняя Радищевская улица, 5с1","ежедневно, 09:00–21:00",55.742101,37.653286,3.1,Центральный административный округ
Планета,"Москва, Марксистская улица, 3, стр. 1","ежедневно, 10:00–21:00",55.738733,37.660983,3.7,Центральный административный округ
Таганский,"Москва, Марксистская улица, 1к1","ежедневно, 09:00–21:00",55.7404,37.658535,4.5,Центральный административный округ
Таганский Пассаж,"Москва, Таганская улица, 3","ежедневно, 10:00–22:00",55.741124,37.658436,4.2,Центральный административный округ
Павелецкая Плаза,"Москва, Павелецкая площадь, 3","ежедневно, 10:00–22:00",55.730937,37.639973,5.0,Центральный административный округ
Таганка,"Москва, Таганская улица, 2","ежедневно, 09:00–21:00",55.740773,37.657628,4.5,Центральный административный округ
Кард-СП,"Москва, Марксистская улица, 3, стр. 1","ежедневно, 10:00–21:00",55.738546,37.661232,3.3,Центральный административный округ
Кристалл,"Москва, Марксистская улица, 38","ежедневно, 10:00–21:00",55.734044,37.667058,3.7,Центральный административный округ
Звёздочка,"Москва, Таганская улица, 1, стр. 1","ежедневно, 10:00–22:00",55.741807,37.655708,4.5,Центральный административный округ
Шоколад,"Москва, Марксистская улица, 1к1","ежедневно, 10:00–22:00",55.740475,37.658599,4.0,Центральный административный округ
Европа,"Москва, Таганская улица, 25-27","ежедневно, 09:00–22:00",55.739692,37.666044,3.8,Центральный административный округ
Нижегородский Пассаж,"Москва, Нижегородская улица, 2, корп. 1","ежедневно, 10:00–22:00",55.738491,37.674247,4.1,Центральный административный округ
Радуга,"Москва, Таганская улица, 40с2","ежедневно, 09:00–22:00",55.738403,37.666921,4.5,Центральный административный округ
Метромаркет,"Москва, 3-й Крутицкий переулок, 18","ежедневно, 10:00–22:00",55.731882,37.663992,4.0,Центральный административный округ
СпортЕХ,"Москва, 5-я Кабельная улица, 2с1","ежедневно, 10:00–21:00",55.737858,37.716482,4.7,Юго-Восточный административный округ
Атом,"Москва, Таганская площадь, 86/1с1","ежедневно, 10:00–23:00",55.741291,37.652778,3.9,Центральный административный округ
Дубровка,"Москва, Шарикоподшипниковская улица, 13, стр. 3","ежедневно, 06:00–20:00",55.717595,37.680107,1.3,Юго-Восточный административный округ
Город,"Москва, Рязанский проспект, 2к2","ежедневно, 10:00–22:00",55.729786,37.730896,3.8,Юго-Восточный административный округ
Твинстор,"Москва, 1-й Щипковский переулок, 4","ежедневно, 10:00–21:00",55.722266,37.633848,4.3,Южный административный округ
Волгоградский-12,"Москва, Волгоградский проспект, 10, стр. 2","пн-пт 09:00–22:00; сб,вс 09:00–20:00",55.730069,37.674083,4.1,Центральный административный округ
Галерея Водолей,"Москва, Павелецкая площадь, 2, стр. 1",nan,55.730516,37.635086,4.0,Центральный административный округ
Кожевники,"Москва, Кожевническая улица, 7",пн-сб 10:00–21:00; вс 10:00–19:00,55.730558,37.645239,3.8,Центральный административный округ
Волгоградский-1,"Москва, Волгоградский проспект, 1с1","ежедневно, 10:00–22:00",55.733793,37.670118,4.7,Центральный административный округ
Дубровка,"Москва, Шарикоподшипниковская улица, 13с1","ежедневно, 10:00–20:00",55.717615,37.677389,1.3,Юго-Восточный административный округ
"Город, корпус № 2","Москва, Рязанский проспект, 2, корп. 3",nan,55.729145,37.734033,3.8,Юго-Восточный административный округ
Метр квадратный,"Москва, Волгоградский проспект, 32, к 25","ежедневно, 10:00–20:00",55.720945,37.697221,4.1,Юго-Восточный административный округ
Три-D,"Москва, Нижегородская улица, 50","пн-пт 09:00–20:00; сб,вс 10:00–20:00",55.73541,37.70168,4.9,Юго-Восточный административный округ
Торговые ряды,"Москва, Волгоградский проспект, 9, стр. 1","ежедневно, 10:00–22:00",55.7309,37.674334,3.5,Центральный административный округ
ТДЦ Шаболовский,"Москва, улица Шаболовка, 34, стр. 3","ежедневно, 10:00–22:00",55.718481,37.607896,4.1,Южный административный округ
Графит,"Москва, Михайловский проезд, 1, стр. 1","ежедневно, круглосуточно",55.731649,37.686333,3.3,Юго-Восточный административный округ
Техно-Холл,"Москва, Волгоградский проспект, 32, корп. 8","ежедневно, 10:00–21:00",55.724091,37.688287,3.8,Юго-Восточный административный округ
Шаболовский,"Москва, улица Шаболовка, 34, стр. 3","ежедневно, 09:00–22:00",55.718334,37.606784,3.4,Южный административный округ
Эль-Портал,"Москва, Рязанский проспект, 1, стр. 1",nan,55.732566,37.727258,4.0,Юго-Восточный административный округ
Фэвори,"Москва, Волгоградский проспект, 32, корп. 1","ежедневно, 10:00–21:00",55.724029,37.689023,3.2,Юго-Восточный административный округ
Стрелка,"Москва, Шарикоподшипниковская улица, 11с5","ежедневно, 09:00–22:00",55.718484,37.676652,3.3,Юго-Восточный административный округ
Ювитек,"Москва, Новоостаповская улица, 1с1",пн-сб 09:00–18:00; вс 09:00–17:00,55.725058,37.686094,2.7,Юго-Восточный административный округ
Гарант Инвест,"Москва, Нижегородская улица, 72/2","ежедневно, 09:00–21:00",55.733018,37.7108,3.3,Юго-Восточный административный округ
Перово Молл,"Москва, Перовская улица, 61А","ежедневно, 10:00–23:00",55.745252,37.797331,4.2,Восточный административный округ
Перовский,"Москва, Свободный проспект, 33","ежедневно, 10:00–22:00",55.752488,37.81938,4.9,Восточный административный округ
Торговый центр,"Москва, Новогиреевская улица, 11/36с1","ежедневно, 09:00–22:00",55.759475,37.795245,4.0,Восточный административный округ
Ваш Дом,"Москва, Зелёный проспект, 3Ас1","ежедневно, 10:00–18:00",55.749243,37.772486,4.2,Восточный административный округ
Шангал,"Москва, Зелёный проспект, 62А","ежедневно, 10:00–22:00",55.75081,37.820444,4.5,Восточный административный округ
Будёновский,"Москва, проспект Будённого, 53с2","ежедневно, 10:00–20:00",55.758502,37.740939,4.3,Восточный административный округ
ТЦ Новогиреево,"Москва, Свободный проспект, 33А","ежедневно, 09:00–21:00",55.752603,37.818246,4.0,Восточный административный округ
Терлецкий,"Москва, Свободный проспект, 9В",nan,55.764673,37.824797,4.9,Восточный административный округ
Моя Ветка,"Москва, Вешняковская улица, 13А","ежедневно, 10:00–22:00",55.735695,37.829809,4.2,Восточный административный округ
Клевер,"Москва, Электродная улица, 2, стр. 32","ежедневно, 10:00–23:00",55.754753,37.752294,4.3,Восточный административный округ
Торговый центр,"Москва, Перовская улица, 31","ежедневно, 10:00–21:00",55.747009,37.774764,3.9,Восточный административный округ
Новый Век,"Москва, Новокосинская улица, 14А","ежедневно, 10:00–22:00",55.737745,37.856978,4.2,Восточный административный округ
На Суздальской,"Москва, Суздальская улица, 12А","ежедневно, 09:00–22:00",55.737996,37.846473,4.9,Восточный административный округ
